timestamp,price_EUR_MWh
2024-08-25 06:00,8.27
2024-08-25 07:00,7.71
2024-08-25 08:00,14.11
2024-08-25 09:00,0.7
2024-08-25 10:00,-0.96
2024-08-25 11:00,-10.36
2024-08-25 12:00,-16.8
2024-08-25 13:00,-24.08
2024-08-25 14:00,-29.6
2024-08-25 15:00,-18.42
2024-08-25 16:00,-10.81
2024-08-25 17:00,14.04
2024-08-25 18:00,78.39
2024-08-25 19:00,98.07
2024-08-25 20:00,99.09
2024-08-25 21:00,97.35
2024-08-25 22:00,95.88
2024-08-25 23:00,91.35
2024-08-26 00:00,77.9
2024-08-26 01:00,75.3
2024-08-26 02:00,76.6
2024-08-26 03:00,75.3
2024-08-26 04:00,76.77
2024-08-26 05:00,85.99
2024-08-26 06:00,105.18
2024-08-26 07:00,130.59
2024-08-26 08:00,119.99
2024-08-26 09:00,93.76
2024-08-26 10:00,82.57
2024-08-26 11:00,77.85
2024-08-26 12:00,75.14
2024-08-26 13:00,74.09
2024-08-26 14:00,74.04
2024-08-26 15:00,75.29
2024-08-26 16:00,81.19
2024-08-26 17:00,104.88
2024-08-26 18:00,127.47
2024-08-26 19:00,108.97
2024-08-26 20:00,134.9
2024-08-26 21:00,128.97
2024-08-26 22:00,125.38
2024-08-26 23:00,110.88
2024-08-27 00:00,102.2
2024-08-27 01:00,98.08
2024-08-27 02:00,98.31
2024-08-27 03:00,95.23
2024-08-27 04:00,95.32
2024-08-27 05:00,103.32
2024-08-27 06:00,136.83
2024-08-27 07:00,152.25
2024-08-27 08:00,121.92
2024-08-27 09:00,99.65
2024-08-27 10:00,72.23
2024-08-27 11:00,48.03
2024-08-27 12:00,20.53
2024-08-27 13:00,9.22
2024-08-27 14:00,13.24
2024-08-27 15:00,33.13
2024-08-27 16:00,67.72
2024-08-27 17:00,95.86
2024-08-27 18:00,110.02
2024-08-27 19:00,123.48
2024-08-27 20:00,126.36
2024-08-27 21:00,117.92
2024-08-27 22:00,109.55
2024-08-27 23:00,89.54
2024-08-28 00:00,88.94
2024-08-28 01:00,85.35
2024-08-28 02:00,84.05
2024-08-28 03:00,85.68
2024-08-28 04:00,86.34
2024-08-28 05:00,93.31
2024-08-28 06:00,110.01
2024-08-28 07:00,127.99
2024-08-28 08:00,106.89
2024-08-28 09:00,92.03
2024-08-28 10:00,80.26
2024-08-28 11:00,63.35
2024-08-28 12:00,32.81
2024-08-28 13:00,22.16
2024-08-28 14:00,21.14
2024-08-28 15:00,41.94
2024-08-28 16:00,72.38
2024-08-28 17:00,91.0
2024-08-28 18:00,108.94
2024-08-28 19:00,122.91
2024-08-28 20:00,126.66
2024-08-28 21:00,122.83
2024-08-28 22:00,113.02
2024-08-28 23:00,102.62
2024-08-29 00:00,95.24
2024-08-29 01:00,90.98
2024-08-29 02:00,88.86
2024-08-29 03:00,88.36
2024-08-29 04:00,90.23
2024-08-29 05:00,100.49
2024-08-29 06:00,117.89
2024-08-29 07:00,132.59
2024-08-29 08:00,125.42
2024-08-29 09:00,105.03
2024-08-29 10:00,94.08
2024-08-29 11:00,82.08
2024-08-29 12:00,58.1
2024-08-29 13:00,45.84
2024-08-29 14:00,46.6
2024-08-29 15:00,72.53
2024-08-29 16:00,83.7
2024-08-29 17:00,104.56
2024-08-29 18:00,123.08
2024-08-29 19:00,126.34
2024-08-29 20:00,146.5
2024-08-29 21:00,134.66
2024-08-29 22:00,122.57
2024-08-29 23:00,112.38
2024-08-30 00:00,105.2
2024-08-30 01:00,102.63
2024-08-30 02:00,99.51
2024-08-30 03:00,99.91
2024-08-30 04:00,100.33
2024-08-30 05:00,107.0
2024-08-30 06:00,112.85
2024-08-30 07:00,125.26
2024-08-30 08:00,125.48
2024-08-30 09:00,114.88
2024-08-30 10:00,101.97
2024-08-30 11:00,90.06
2024-08-30 12:00,84.07
2024-08-30 13:00,76.24
2024-08-30 14:00,76.66
2024-08-30 15:00,86.17
2024-08-30 16:00,93.93
2024-08-30 17:00,108.12
2024-08-30 18:00,115.67
2024-08-30 19:00,113.09
2024-08-30 20:00,113.78
2024-08-30 21:00,112.95
2024-08-30 22:00,105.6
2024-08-30 23:00,99.84
2024-08-31 00:00,100.12
2024-08-31 01:00,99.62
2024-08-31 02:00,98.76
2024-08-31 03:00,98.77
2024-08-31 04:00,97.67
2024-08-31 05:00,98.79
2024-08-31 06:00,97.53
2024-08-31 07:00,99.13
2024-08-31 08:00,93.55
2024-08-31 09:00,79.23
2024-08-31 10:00,55.41
2024-08-31 11:00,31.56
2024-08-31 12:00,13.07
2024-08-31 13:00,1.19
2024-08-31 14:00,2.12
2024-08-31 15:00,12.94
2024-08-31 16:00,30.64
2024-08-31 17:00,75.39
2024-08-31 18:00,106.39
2024-08-31 19:00,115.81
2024-08-31 20:00,119.24
2024-08-31 21:00,107.61
2024-08-31 22:00,102.6
2024-08-31 23:00,89.35
